################################################################
# abuse.ch URLhaus Database Dump (CSV - online URLs only)      #
# Last updated: 2022-09-29 13:34:05 (UTC)                      #
#                                                              #
# Terms Of Use: https://urlhaus.abuse.ch/api/                  #
# For questions please contact urlhaus [at] abuse.ch           #
################################################################
#
# id,dateadded,url,url_status,threat,tags,urlhaus_link,reporter
"2323110","2022-09-29 10:54:05","http://58.247.80.206:4132/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2323110/","geenensp"
"2323099","2022-09-29 10:50:05","http://45.95.55.202/reaper/reap.x86","online","malware_download","DDoS Bot,mirai","https://urlhaus.abuse.ch/url/2323099/","Gandylyan1"
"2323100","2022-09-29 10:50:05","http://45.95.55.202/reaper/reap.arm","online","malware_download","DDoS Bot,mirai","https://urlhaus.abuse.ch/url/2323100/","Gandylyan1"
"2323101","2022-09-29 10:50:05","http://45.95.55.202/reaper/reap.mpsl","online","malware_download","DDoS Bot,mirai","https://urlhaus.abuse.ch/url/2323101/","Gandylyan1"
"2323102","2022-09-29 10:50:05","http://45.95.55.202/reaper/reap.mips","online","malware_download","DDoS Bot,mirai","https://urlhaus.abuse.ch/url/2323102/","Gandylyan1"
"2323098","2022-09-29 10:43:06","http://102.182.1.165:43000/i","online","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2323098/","geenensp"
"2323097","2022-09-29 10:42:06","http://79.110.62.23/new_Kxqiplal.jpg","online","malware_download","encrypted,PureCrypter","https://urlhaus.abuse.ch/url/2323097/","abuse_ch"
"2323096","2022-09-29 10:42:04","http://79.110.62.23/new_Brnrlhnv.png","online","malware_download","encrypted,PureCrypter","https://urlhaus.abuse.ch/url/2323096/","abuse_ch"
"2323094","2022-09-29 10:35:38","http://115.230.73.216:55056/i","online","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2323094/","geenensp"
"2323093","2022-09-29 10:27:05","http://31.41.244.183/chrom.exe","online","malware_download","exe,opendir,RedLineStealer","https://urlhaus.abuse.ch/url/2323093/","abuse_ch"
"2323090","2022-09-29 10:27:04","http://31.41.244.183/socks.exe","online","malware_download","exe,opendir,SystemBC","https://urlhaus.abuse.ch/url/2323090/","abuse_ch"
"2323091","2022-09-29 10:27:04","http://31.41.244.183/vvv.exe","online","malware_download","exe,opendir,RedLineStealer","https://urlhaus.abuse.ch/url/2323091/","abuse_ch"
"2323092","2022-09-29 10:27:04","http://31.41.244.183/System1.exe","online","malware_download","exe,opendir,SystemBC","https://urlhaus.abuse.ch/url/2323092/","abuse_ch"
"2323088","2022-09-29 10:24:04","http://89.39.3.12:46012/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2323088/","geenensp"
"2323085","2022-09-29 10:18:10","http://1.171.153.155:30635/.i","online","malware_download","hajime","https://urlhaus.abuse.ch/url/2323085/","geenensp"
"2323084","2022-09-29 10:03:05","http://182.124.15.228:55221/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2323084/","geenensp"
"2323083","2022-09-29 10:00:05","http://81.161.229.7/invoice_Qkdxcnmk.bmp","online","malware_download","PureCrypter","https://urlhaus.abuse.ch/url/2323083/","abuse_ch"
"2323080","2022-09-29 09:58:07","https://s8.krakenfiles.com/uploads/29-09-2022/ShdwTssDUL/image.jpg","online","malware_download","Formbook","https://urlhaus.abuse.ch/url/2323080/","abuse_ch"
"2323081","2022-09-29 09:58:07","https://s8.krakenfiles.com/uploads/29-09-2022/DyDnZ8jf5x/image.jpg","online","malware_download","Formbook","https://urlhaus.abuse.ch/url/2323081/","abuse_ch"
"2323082","2022-09-29 09:58:07","https://s3.krakenfiles.com/uploads/29-09-2022/YvBX3HnUst/image.jpg","online","malware_download","Formbook","https://urlhaus.abuse.ch/url/2323082/","abuse_ch"
"2323078","2022-09-29 09:57:07","http://vedfavor-ua.net/bqMiMDqy/notepads.exe","online","malware_download","exe,ModiLoader","https://urlhaus.abuse.ch/url/2323078/","abuse_ch"
"2323074","2022-09-29 09:43:06","http://182.124.15.228:55221/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2323074/","geenensp"
"2323072","2022-09-29 09:42:05","http://42.227.248.86:50801/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2323072/","geenensp"
"2323071","2022-09-29 09:39:06","http://142.93.208.144/Simple_2.exe","online","malware_download","exe,RedLineStealer","https://urlhaus.abuse.ch/url/2323071/","abuse_ch"
"2323070","2022-09-29 09:38:05","http://85.192.63.81/ZRkLaxArOkhz.exe","online","malware_download","ArkeiStealer,exe","https://urlhaus.abuse.ch/url/2323070/","abuse_ch"
"2323068","2022-09-29 09:20:08","http://121.121.96.33:2103/.i","online","malware_download","hajime","https://urlhaus.abuse.ch/url/2323068/","geenensp"
"2323067","2022-09-29 09:11:05","http://112.248.184.202:43306/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2323067/","geenensp"
"2323066","2022-09-29 09:09:12","http://117.212.92.24:57783/.i","online","malware_download","hajime","https://urlhaus.abuse.ch/url/2323066/","geenensp"
"2323065","2022-09-29 09:08:04","http://209.150.33.127:33695/i","online","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2323065/","geenensp"
"2323064","2022-09-29 09:05:06","https://bionatural.in/cc/shippingdocuments.zip","online","malware_download","jar,strrat,zip","https://urlhaus.abuse.ch/url/2323064/","ps66uk"
"2323059","2022-09-29 09:04:05","http://42.228.47.127:52130/Mozi.m","online","malware_download","mirai,Mozi","https://urlhaus.abuse.ch/url/2323059/","Gandylyan1"
"2323056","2022-09-29 09:02:04","http://182.121.90.70:39770/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2323056/","geenensp"
"2323054","2022-09-29 08:50:07","http://49.70.120.40:25575/.i","online","malware_download","hajime","https://urlhaus.abuse.ch/url/2323054/","geenensp"
"2323051","2022-09-29 08:48:09","https://vk.com/doc527785675_645064218?hash=Jlk466hD4uJFvbcRpJ6cfwQPruHAgUq2dvNQNC9RIe0&dl=GUZDONZYGU3DONI:1664391911:ooiFOZ6GYtwijKntp61bnjf3MWSZZi46D7I5N8fPANT&api=1&no_preview=1#galaxy","online","malware_download","dropby,encrypted,PrivateLoader","https://urlhaus.abuse.ch/url/2323051/","andretavare5"
"2323052","2022-09-29 08:48:09","https://vk.com/doc527785675_645064235?hash=oGWKzzkyw1aEgepVUXmsyfnGWj8H4fh2mgjGGMfXtv8&dl=GUZDONZYGU3DONI:1664391921:frn8QtqvjrStlsPzhibtlKrudV743lS2tmBivEkAhBs&api=1&no_preview=1#1","online","malware_download","dropby,encrypted,PrivateLoader","https://urlhaus.abuse.ch/url/2323052/","andretavare5"
"2323049","2022-09-29 08:48:07","http://185.161.208.234/xxunzmr.tgz","online","malware_download","None","https://urlhaus.abuse.ch/url/2323049/","bjornruberg"
"2323039","2022-09-29 08:34:04","http://115.48.55.107:49370/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2323039/","geenensp"
"2323038","2022-09-29 08:30:05","http://107.172.61.141/413/vbc.exe","online","malware_download","exe,opendir,SnakeKeylogger","https://urlhaus.abuse.ch/url/2323038/","abuse_ch"
"2323035","2022-09-29 08:26:06","http://113.221.75.173:2284/.i","online","malware_download","hajime","https://urlhaus.abuse.ch/url/2323035/","geenensp"
"2323034","2022-09-29 08:25:05","http://salahxxx.dynalias.org:1010/info.png","online","malware_download","None","https://urlhaus.abuse.ch/url/2323034/","JAMESWT_MHT"
"2323033","2022-09-29 08:24:06","http://115.48.55.107:49370/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2323033/","geenensp"
"2323032","2022-09-29 08:20:07","http://cleaning.homesecuritypc.com/packages/Jaetbm_Sxzaaqvv.bmp","online","malware_download","exe","https://urlhaus.abuse.ch/url/2323032/","vxvault"
"2323031","2022-09-29 08:20:06","http://115.61.96.65:59915/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2323031/","geenensp"
"2323030","2022-09-29 08:12:17","http://106.56.146.149:17389/.i","online","malware_download","hajime","https://urlhaus.abuse.ch/url/2323030/","geenensp"
"2323029","2022-09-29 08:06:05","http://41.86.18.168:45018/i","online","malware_download","32-bit,arm,elf,Mozi","https://urlhaus.abuse.ch/url/2323029/","geenensp"
"2323028","2022-09-29 08:02:05","http://182.121.90.70:39770/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2323028/","geenensp"
"2323027","2022-09-29 07:59:05","http://164.163.25.205:39215/bin.sh","online","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2323027/","geenensp"
"2323025","2022-09-29 07:54:04","http://79.110.62.23/madeit_Bevuknwa.png","online","malware_download","exe","https://urlhaus.abuse.ch/url/2323025/","vxvault"
"2323024","2022-09-29 07:51:06","http://115.61.96.65:59915/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2323024/","geenensp"
"2323023","2022-09-29 07:48:06","http://219.156.19.113:49974/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2323023/","geenensp"
"2323022","2022-09-29 07:44:04","http://41.86.18.168:45018/bin.sh","online","malware_download","32-bit,arm,elf,Mozi","https://urlhaus.abuse.ch/url/2323022/","geenensp"
"2323021","2022-09-29 07:43:06","http://120.238.189.11:40875/i","online","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2323021/","geenensp"
"2323019","2022-09-29 07:39:05","http://42.228.47.7:45546/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2323019/","geenensp"
"2323020","2022-09-29 07:39:05","http://61.141.115.177:49255/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2323020/","geenensp"
"2323016","2022-09-29 07:23:05","http://219.156.19.113:49974/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2323016/","geenensp"
"2323015","2022-09-29 07:23:04","http://115.52.203.118:43268/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2323015/","geenensp"
"2323014","2022-09-29 07:14:04","http://182.124.250.249:55160/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2323014/","geenensp"
"2323012","2022-09-29 07:11:06","http://110.182.248.250:18197/.i","online","malware_download","hajime","https://urlhaus.abuse.ch/url/2323012/","geenensp"
"2323013","2022-09-29 07:11:06","http://120.238.189.11:40875/bin.sh","online","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2323013/","geenensp"
"2323011","2022-09-29 07:10:06","http://42.228.47.7:45546/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2323011/","geenensp"
"2323010","2022-09-29 07:01:06","http://49.64.193.57:16693/.i","online","malware_download","hajime","https://urlhaus.abuse.ch/url/2323010/","geenensp"
"2323009","2022-09-29 07:01:04","http://27.217.17.54:45716/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2323009/","geenensp"
"2323008","2022-09-29 06:56:05","http://182.124.250.249:55160/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2323008/","geenensp"
"2323007","2022-09-29 06:56:04","http://219.157.177.198:47254/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2323007/","geenensp"
"2323006","2022-09-29 06:55:08","http://115.52.203.118:43268/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2323006/","geenensp"
"2323002","2022-09-29 06:36:06","http://116.25.133.103:42904/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2323002/","geenensp"
"2322998","2022-09-29 06:31:05","http://219.157.177.198:47254/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2322998/","geenensp"
"2322997","2022-09-29 06:31:04","http://27.217.17.54:45716/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2322997/","geenensp"
"2322996","2022-09-29 06:30:06","http://183.14.213.244:50856/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2322996/","geenensp"
"2322995","2022-09-29 06:29:05","http://42.239.96.181:37788/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2322995/","geenensp"
"2322994","2022-09-29 06:28:08","http://59.93.19.219:36154/mozi.m","online","malware_download","Mozi","https://urlhaus.abuse.ch/url/2322994/","tammeto"
"2322993","2022-09-29 06:23:05","http://42.237.102.4:43433/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2322993/","geenensp"
"2322992","2022-09-29 06:22:04","http://115.61.112.226:33916/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2322992/","geenensp"
"2322991","2022-09-29 06:19:05","http://42.237.102.4:43433/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2322991/","geenensp"
"2322989","2022-09-29 06:11:08","http://94.131.107.238/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/nss3.dll","online","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2322989/","abuse_ch"
"2322987","2022-09-29 06:11:07","http://94.131.107.238/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/mozglue.dll","online","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2322987/","abuse_ch"
"2322988","2022-09-29 06:11:07","http://94.131.107.238/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/sqlite3.dll","online","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2322988/","abuse_ch"
"2322985","2022-09-29 06:11:06","http://94.131.107.238/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/msvcp140.dll","online","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2322985/","abuse_ch"
"2322986","2022-09-29 06:11:06","http://94.131.107.238/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/freebl3.dll","online","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2322986/","abuse_ch"
"2322983","2022-09-29 06:11:05","http://94.131.107.238/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/vcruntime140.dll","online","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2322983/","abuse_ch"
"2322984","2022-09-29 06:11:05","http://94.131.107.238/aN7jD0qO6kT5bK5bQ4eR8fE1xP7hL2vK/softokn3.dll","online","malware_download","dll,RecordBreaker","https://urlhaus.abuse.ch/url/2322984/","abuse_ch"
"2322982","2022-09-29 06:05:05","http://112.254.128.8:35395/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2322982/","geenensp"
"2322978","2022-09-29 06:04:06","http://27.43.117.32:50663/Mozi.m","online","malware_download","mirai,Mozi","https://urlhaus.abuse.ch/url/2322978/","Gandylyan1"
"2322976","2022-09-29 06:04:05","http://39.80.100.82:57240/Mozi.m","online","malware_download","mirai,Mozi","https://urlhaus.abuse.ch/url/2322976/","Gandylyan1"
"2322977","2022-09-29 06:04:05","http://115.63.90.165:58526/Mozi.m","online","malware_download","mirai,Mozi","https://urlhaus.abuse.ch/url/2322977/","Gandylyan1"
"2322973","2022-09-29 06:04:04","http://112.254.128.8:35395/Mozi.m","online","malware_download","Mozi","https://urlhaus.abuse.ch/url/2322973/","Gandylyan1"
"2322968","2022-09-29 06:02:37","http://60.178.32.12:37093/bin.sh","online","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2322968/","geenensp"
"2322967","2022-09-29 06:02:06","http://175.9.52.18:37499/bin.sh","online","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2322967/","geenensp"
"2322966","2022-09-29 06:01:09","http://117.26.113.225:60289/bin.sh","online","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2322966/","geenensp"
"2322964","2022-09-29 05:57:07","http://2.141.148.50:44503/.i","online","malware_download","hajime","https://urlhaus.abuse.ch/url/2322964/","geenensp"
"2322962","2022-09-29 05:53:05","http://115.61.112.226:33916/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2322962/","geenensp"
"2322961","2022-09-29 05:52:04","http://125.44.229.186:32842/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2322961/","geenensp"
"2322958","2022-09-29 05:45:06","http://201.142.222.88:46805/.i","online","malware_download","hajime","https://urlhaus.abuse.ch/url/2322958/","geenensp"
"2322956","2022-09-29 05:42:05","http://112.254.128.8:35395/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2322956/","geenensp"
"2322955","2022-09-29 05:41:05","http://27.184.216.241:11963/.i","online","malware_download","hajime","https://urlhaus.abuse.ch/url/2322955/","geenensp"
"2322954","2022-09-29 05:37:06","http://116.109.192.107:42108/.i","online","malware_download","hajime","https://urlhaus.abuse.ch/url/2322954/","geenensp"
"2322952","2022-09-29 05:25:06","http://41.41.80.34:47099/bin.sh","online","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2322952/","geenensp"
"2322950","2022-09-29 05:23:06","http://116.101.251.27:2239/.i","online","malware_download","hajime","https://urlhaus.abuse.ch/url/2322950/","geenensp"
"2322948","2022-09-29 05:15:05","http://125.44.229.186:32842/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2322948/","geenensp"
"2322947","2022-09-29 05:14:04","http://95.214.24.244/HEXO-CLIENTS/Rljanzfv-2.exe","online","malware_download","32,AsyncRAT,exe","https://urlhaus.abuse.ch/url/2322947/","zbetcheckin"
"2322946","2022-09-29 05:00:36","http://211.229.85.165:40719/.i","online","malware_download","hajime","https://urlhaus.abuse.ch/url/2322946/","geenensp"
"2322943","2022-09-29 04:55:04","http://221.15.63.90:47172/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2322943/","geenensp"
"2322944","2022-09-29 04:55:04","http://123.8.68.96:12974/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2322944/","geenensp"
"2322939","2022-09-29 04:41:03","http://79.110.62.205/wrgjwrgjwrg246356356356/harm6","online","malware_download","32,arm,elf,mirai","https://urlhaus.abuse.ch/url/2322939/","zbetcheckin"
"2322940","2022-09-29 04:41:03","http://79.110.62.205/wrgjwrgjwrg246356356356/hmpsl","online","malware_download","32,elf,mips,mirai","https://urlhaus.abuse.ch/url/2322940/","zbetcheckin"
"2322941","2022-09-29 04:41:03","http://79.110.62.205/hopenrisc","online","malware_download","32,elf,mirai","https://urlhaus.abuse.ch/url/2322941/","zbetcheckin"
"2322942","2022-09-29 04:41:03","http://79.110.62.205/wrgjwrgjwrg246356356356/harm5","online","malware_download","32,arm,elf,mirai","https://urlhaus.abuse.ch/url/2322942/","zbetcheckin"
"2322938","2022-09-29 04:40:07","http://24.231.67.169:18157/.i","online","malware_download","hajime","https://urlhaus.abuse.ch/url/2322938/","geenensp"
"2322932","2022-09-29 04:40:04","http://79.110.62.205/harcle-hs38","online","malware_download","32,elf,mirai","https://urlhaus.abuse.ch/url/2322932/","zbetcheckin"
"2322933","2022-09-29 04:40:04","http://79.110.62.205/wrgjwrgjwrg246356356356/hmips","online","malware_download","32,elf,mips,mirai","https://urlhaus.abuse.ch/url/2322933/","zbetcheckin"
"2322934","2022-09-29 04:40:04","http://79.110.62.205/haarch64be","online","malware_download","elf,mirai","https://urlhaus.abuse.ch/url/2322934/","zbetcheckin"
"2322935","2022-09-29 04:40:04","http://79.110.62.205/hm68k-68xxx","online","malware_download","32,elf,mirai,motorola","https://urlhaus.abuse.ch/url/2322935/","zbetcheckin"
